title,ratings,reviews,url,course_by,skills,price,id,"level, type and duration"
Excel aplicado a los negocios (Nivel Avanzado),4.8,26000,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado,Universidad Austral,"Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software, Computational Logic, Computer Programming, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",Free,179,Intermediate · Course · 1-3 Months
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",4.7,314,https://www.coursera.org/learn/computers-waves-simulations,Ludwig-Maximilians-Universität München (LMU),"Mathematics, Differential Equations, Mathematical Theory & Analysis, Applied Mathematics, Calculus, Computational Thinking, Computer Graphic Techniques, Computer Graphics, Computer Programming, Linear Algebra, Operations Research, Research and Design, Strategy and Operations, Theoretical Computer Science",Free,180,Intermediate · Course · 1-3 Months
English Composition I,4.6,1000,https://www.coursera.org/learn/english-composition,Duke University,"Writing, Communication, Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",Free,181,Beginner · Course · 1-3 Months
L'excellence opérationnelle en pratique,4.7,560,https://www.coursera.org/learn/excellence-operationnelle,ESSEC Business School,"Leadership and Management, Human Resources, Entrepreneurship, Leadership Development, Operations Management, Strategy and Operations, Performance Management, Business Psychology, Marketing, Organizational Development, Sales, Strategy, Problem Solving, Research and Design",Free,182,Beginner · Course · 1-4 Weeks
Introducción a Data Science: Programación Estadística con R,4.7,78000,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,Universidad Nacional Autónoma de México,"R Programming, Statistical Programming, Computer Programming, Mathematics, Data Analysis, Data Visualization, Linear Algebra, ArcGIS, Mathematical Theory & Analysis, Other Programming Languages, Plot (Graphics)",Free,183,Beginner · Course · 1-3 Months
Sustainable Agricultural Land Management,4.8,414,https://www.coursera.org/learn/sustainable-agriculture,University of Florida,"Leadership and Management, Business Psychology, Culture, Accounting, Entrepreneurship, Epidemiology, Finance, General Statistics, Planning, Probability & Statistics, Regulations and Compliance, Supply Chain and Logistics",Free,184,Beginner · Course · 1-3 Months
Troubles du spectre de l'autisme : interventions,4.8,114,https://www.coursera.org/learn/troubles-spectre-autisme-interventions,University of Geneva,,Free,185,Intermediate · Course · 1-3 Months
How Things Work: An Introduction to Physics,4.8,27000,https://www.coursera.org/learn/how-things-work,University of Virginia,Mathematics,Free,186,Intermediate · Course · 1-3 Months
Process Mining: Data science in Action,4.7,11000,https://www.coursera.org/learn/process-mining,Eindhoven University of Technology,"Business Analysis, Process Analysis, Data Analysis, Data Mining, Machine Learning, Machine Learning Algorithms, Algorithms, Business Process Management, Business Psychology, Communication, Data Management, Data Structures, Entrepreneurship, Leadership and Management, Organizational Development, Strategy and Operations, Theoretical Computer Science",Free,187,Intermediate · Course · 1-3 Months
Chemicals and Health,4.7,12000,https://www.coursera.org/learn/chemicals-health,Johns Hopkins University,"Epidemiology, Finance, Leadership and Management, Probability & Statistics, Risk Management",Free,188,Beginner · Course · 1-3 Months
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",4.7,621,https://www.coursera.org/learn/resilience-in-children,University of Minnesota,Resilience,Free,189,Mixed · Course · 1-3 Months
Dairy Production and Management,4.9,13000,https://www.coursera.org/learn/dairy-production,The Pennsylvania State University,"Design and Product, Entrepreneurship, Product Management, Strategy and Operations",Free,190,Mixed · Course · 1-3 Months
Développement psychologique de l'enfant,4.9,595,https://www.coursera.org/learn/enfant-developpement,University of Geneva,"Communication, Emotional Intelligence, Leadership and Management, Business Psychology, Entrepreneurship, Creativity, Human Learning, Human Resources, People Development, Research and Design",Free,191,Beginner · Course · 1-3 Months
Rédaction de contrats,4.8,727,https://www.coursera.org/learn/contrats,University of Geneva,"Contract Management, Strategy and Operations, Communication, Writing, Business Communication",Free,192,Mixed · Course · 1-3 Months
Political Economy of Institutions and Development,4.8,314,https://www.coursera.org/learn/political-economy,Universiteit Leiden,"Business Psychology, Entrepreneurship, Finance, General Statistics, Leadership and Management, Probability & Statistics, Behavioral Economics, Big Data, Data Management, Data Visualization, Interactive Data Visualization, Marketing, Organizational Development, Sales, Strategy, Strategy and Operations",Free,193,Beginner · Course · 1-3 Months
Sharpened Visions: A Poetry Workshop,4.8,16000,https://www.coursera.org/learn/poetry-workshop,California Institute of the Arts,"Communication, Writing",Free,194,Beginner · Course · 1-3 Months
In the Studio: Postwar Abstract Painting,4.9,14000,https://www.coursera.org/learn/painting,The Museum of Modern Art,"Creativity, Entrepreneurship, Research and Design, Business Psychology, Culture, Leadership and Management",Free,195,Beginner · Course · 1-3 Months
"English for Science, Technology, Engineering, and Mathematics",4.8,26000,https://www.coursera.org/learn/stem,University of Pennsylvania,"Communication, Writing",Free,196,Beginner · Course · 1-3 Months
Greek and Roman Mythology,4.8,22000,https://www.coursera.org/learn/mythology,University of Pennsylvania,"Communication, Storytelling",Free,198,Mixed · Course · 1-3 Months
Mercados financieros,4.9,252,https://www.coursera.org/learn/financial-markets-global-es,Yale University,"Finance, Risk Management, Business Analysis, Business Psychology, Accounting, Data Analysis, Financial Analysis, Banking, FinTech, Leadership and Management",Free,199,Beginner · Course · 1-3 Months
BIM Fundamentals for Engineers,4.7,14000,https://www.coursera.org/learn/bim-fundamentals,National Taiwan University,"Computer Graphics, Graphics Software",Free,200,Beginner · Course · 1-3 Months
Introduction to Thermodynamics: Transferring Energy from Here to There,4.8,32000,https://www.coursera.org/learn/thermodynamics-intro,University of Michigan,"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Mathematics, Business Analysis, Calculus, Critical Thinking, Strategy and Operations",Free,201,Beginner · Course · 1-3 Months
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,4.8,11000,https://www.coursera.org/learn/international-law-in-action,Universiteit Leiden,,Free,202,Mixed · Course · 1-3 Months
Fundamentos de Finanzas Empresariales,4.9,43000,https://www.coursera.org/learn/finanzas-empresariales,Universidad de los Andes,"Accounting, Business Analysis, Finance, Data Analysis, Financial Analysis, Financial Management, Leadership and Management, Microsoft Excel",Free,203,Beginner · Course · 1-3 Months
Urban Air Mobility,4.4,21,https://www.coursera.org/learn/urban-air-mobility,Technische Universität München (TUM),,Free,204,Intermediate · Course · 1-3 Months
The Science of Training Young Athletes,4.8,774,https://www.coursera.org/learn/youth-sports,University of Florida,"Business Psychology, Human Resources, Training",Free,205,Beginner · Course · 1-3 Months
Implant Dentistry,4.8,14000,https://www.coursera.org/learn/implant-dentistry,The University of Hong Kong,,Free,206,Mixed · Course · 1-3 Months
Introduction to TCP/IP,4.6,24000,https://www.coursera.org/learn/tcpip,Yonsei University,"Computer Networking, Network Security, Computer Architecture, Network Architecture, Security Engineering, Cyberattacks, Networking Hardware",Free,207,Beginner · Course · 1-3 Months
Stanford's Short Course on Breastfeeding,4.8,15000,https://www.coursera.org/learn/breastfeeding,Stanford University,"Benefits, Human Resources",Free,208,Beginner · Course · 1-4 Weeks
University Teaching,4.8,11000,https://www.coursera.org/learn/university-teaching,The University of Hong Kong,"Business Psychology, Entrepreneurship, Human Learning, Leadership and Management, People Development, Human Resources",Free,209,Beginner · Course · 1-3 Months
Global Energy and Climate Policy,4.7,577,https://www.coursera.org/learn/globalenergyandclimatepolicy,University of London,,Free,210,Beginner · Course · 1-3 Months
Introduction to Key Constitutional Concepts and Supreme Court Cases,4.8,12000,https://www.coursera.org/learn/constitution,University of Pennsylvania,,Free,211,Beginner · Course · 1-4 Weeks
Machine Design Part I,4.8,2000,https://www.coursera.org/learn/machine-design1,Georgia Institute of Technology,"Entrepreneurship, Design and Product, Product Development",Free,212,Intermediate · Course · 1-3 Months
Foundations of Teaching for Learning: Being a Teacher,4.6,797,https://www.coursera.org/learn/being-a-teacher,Commonwealth Education Trust,"Business Psychology, Entrepreneurship, Human Resources, Leadership and Management, People Development, Human Learning, Communication, Deep Learning, Emotional Intelligence, Machine Learning, Professional Development",Free,213,Mixed · Course · 1-3 Months
Introduction to Personal Branding,4.4,85000,https://www.coursera.org/learn/personal-branding,University of Virginia,"Brand Management, Communication, Marketing, Leadership and Management",Free,214,Beginner · Course · 1-3 Months
Preventing Chronic Pain: A Human Systems Approach,4.7,365,https://www.coursera.org/learn/chronic-pain,University of Minnesota,"Leadership and Management, Business Psychology, Entrepreneurship, Resilience, Adaptability, Communication, Creativity, Critical Thinking, Epidemiology, Human Learning, Probability & Statistics, Business Analysis, Research and Design, Strategy and Operations",Free,215,Beginner · Course · 1-3 Months
"The Modern World, Part One: Global History from 1760 to 1910",4.8,27000,https://www.coursera.org/learn/modern-world,University of Virginia,,Free,216,Beginner · Course · 1-3 Months
Systems Thinking In Public Health,4.6,846,https://www.coursera.org/learn/systems-thinking,Johns Hopkins University,"Entrepreneurship, Problem Solving, Research and Design, Strategy and Operations, Business Analysis, Critical Thinking, Decision Making, Operations Research, Project Management",Free,217,Mixed · Course · 1-4 Weeks
Ecology: Ecosystem Dynamics and Conservation,4.8,3000,https://www.coursera.org/learn/ecology-conservation,American Museum of Natural History,"Entrepreneurship, Business Psychology, General Statistics, Leadership and Management, Probability & Statistics, Problem Solving, Research and Design, Resilience",Free,218,Intermediate · Course · 1-3 Months
Global Environmental Management,4.7,19000,https://www.coursera.org/learn/global-environmental-management,Technical University of Denmark (DTU),"Leadership and Management, Entrepreneurship, Market Research, Planning, Research and Design, Supply Chain and Logistics",Free,219,Intermediate · Course · 1-3 Months
Cybersecurity in Healthcare (Hospitals & Care Centres),4.6,197,https://www.coursera.org/learn/cybersecurity-in-healthcare,Erasmus University Rotterdam,"Security Engineering, Cyberattacks, System Security, Human Computer Interaction, Human Factors (Security), Leadership and Management, Security Strategy, Business Psychology, Communication, Culture, Finance, Marketing, Regulations and Compliance, Social Media, Software Security",Free,220,Beginner · Course · 1-3 Months
Nutrición y obesidad: control de sobrepeso,4.8,52000,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,Universidad Nacional Autónoma de México,,Free,221,Beginner · Course · 1-4 Weeks
Interactive Teaching（インタラクティブ・ティーチング）,4.7,23,https://www.coursera.org/learn/interactive-teaching,The University of Tokyo,"Leadership and Management, Business Psychology, Entrepreneurship, Human Learning, Human Resources, People Development, Applied Machine Learning, Change Management, Machine Learning, Strategy and Operations",Free,222,Mixed · Course · 1-3 Months
New Technologies for Business Leaders,4.4,356,https://www.coursera.org/learn/new-technologies-business-leaders,Rutgers the State University of New Jersey,"Change Management, Leadership and Management, Strategy and Operations, Business Analysis, Business Transformation, Entrepreneurship, Innovation, Research and Design, Digital Marketing, Marketing, Professional Development, Applied Machine Learning, Artificial Neural Networks, Big Data, BlockChain, Data Management, FinTech, Finance, Internet Of Things, Machine Learning, Computer Architecture, Computer Graphics, Computer Networking, Computer Vision, Human Computer Interaction, Interactive Design, Network Architecture, Sales, Software Engineering, Strategy, User Experience, Virtual Reality",Free,223,Intermediate · Course · 1-3 Months
International Cyber Conflicts,4.5,14000,https://www.coursera.org/learn/cyber-conflicts,The State University of New York,"Computer Networking, Computer Security Incident Management, Computer Security Models, Cyberattacks, Information Technology, Network Model, Entrepreneurship, Leadership and Management, Marketing, Sales, Security Engineering, Strategy, Strategy and Operations",Free,224,Mixed · Course · 1-3 Months
